domain,primary_email,email_2,email_3,all_emails,email_source_url,pages_checked,source,status,niche,confidence,review_flag,review_reason,contact_form,contact_form_url,wayback_snapshot_date,date_scraped
favore.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,Yes,https://favore.pl,,23/06/2026
warszawawpigulce.pl,kontakt@warszawawpigulce.pl,,,kontakt@warszawawpigulce.pl,https://warszawawpigulce.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
hrbusinesspartner.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
pcpr.info,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
wzielonej.pl,oidar@wzielonej.pl,portal@wzielonej.pl,radio@index.zgora.pl,oidar@wzielonej.pl | portal@wzielonej.pl | radio@index.zgora.pl | stowarzyszenie@uzetka.pl,https://wzielonej.pl,12,scraper,verified,News / Media,high,,,,,,23/06/2026
instalacjebudowlane.pl,,,,,,0,blocked:hvac,skipped_irrelevant,Construction / Trades,,,,,,,23/06/2026
fachowydekarz.pl,marcin.sikora@fachowydekarz.pl,prenumerata@fachowydekarz.pl,,marcin.sikora@fachowydekarz.pl | prenumerata@fachowydekarz.pl,https://fachowydekarz.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
atrakcjewszczyrku.pl,,,,,,0,blocked:pub+pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
slazag.pl,gizickiszymon2@gmail.com,,,gizickiszymon2@gmail.com,https://www.slazag.pl/pierwsza-gwiazdka-zawitala-w-tym-roku-wczesnie-zwiastowal-ja-ludzik-z-opon-gwiazdka-michelin-dla-restauracji-steampunk-w-pszczynie-wyroznienia-dla-innych,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
meetingplanner.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
oknotest.pl,kontakt@oknotest.pl,deceuninck.polska@deceuninck.com,wyceny@teamplast.pl,kontakt@oknotest.pl | deceuninck.polska@deceuninck.com | wyceny@teamplast.pl,https://oknotest.pl,12,scraper,verified,Entertainment,high,,,,,,23/06/2026
programistamag.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
mieszkanicznik.org.pl,biuro@mieszkanicznik.org.pl,,,biuro@mieszkanicznik.org.pl,https://mieszkanicznik.org.pl,12,scraper,verified,Blog / Content Site,high,,,Yes,https://mieszkanicznik.org.pl,,23/06/2026
poprostupycha.com.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
iautomatyka.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
infoludek.pl,poczta@infoludek.pl,,,poczta@infoludek.pl,https://infoludek.pl,12,scraper,verified,Entertainment,high,,,Yes,https://infoludek.pl,,23/06/2026
krainakoszy.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
projektpulsar.pl,redakcja@projektpulsar.pl,,,redakcja@projektpulsar.pl,https://projektpulsar.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
legia.net,,,,,,12,smtp_catchall,no_email_found,Blog / Content Site,low,yes,smtp_catchall,,,,23/06/2026
soluma.pl,bok@soluma.pl,,,bok@soluma.pl,https://soluma.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
metropoliabydgoska.pl,redakcja@metropoliabydgoska.pl,reklama@metropoliabydgoska.pl,k.cwikla@metropoliabydgoska.pl,redakcja@metropoliabydgoska.pl | reklama@metropoliabydgoska.pl | k.cwikla@metropoliabydgoska.pl,https://metropoliabydgoska.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
magazynrekruter.pl,redakcja@magazynrekruter.pl,,,redakcja@magazynrekruter.pl,https://magazynrekruter.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
elektronikab2b.pl,avt@avt.pl,robert.magdziak@elektronik.com.pl,tomasz.celmer@elektronik.com.pl,avt@avt.pl | robert.magdziak@elektronik.com.pl | tomasz.celmer@elektronik.com.pl | bozena.krzykawska@elektronik.com.pl | katarzyna.gugala@elektronik.com.pl | grzegorz.krzykawski@elektronik.com.pl,https://elektronikab2b.pl,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,Yes,https://elektronikab2b.pl/contact,,23/06/2026
bizzit.pl,kontakt@bizzit.pl,biuro@bizzit.pl,,kontakt@bizzit.pl | biuro@bizzit.pl,https://bizzit.pl,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
erp-view.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
papilot.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
mojacukrzyca.org,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
radionadzieja.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
mynaszlaku.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
tustolica.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://tustolica.pl,,23/06/2026
muno.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
zobaczczlowieka.pl,,,,,,12,,no_email_found,Health & Wellness,,yes,no_email_found,,,,23/06/2026
students.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
e-legnickie.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
samorzady.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
zbiam.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
brd24.pl,redakcja@brd24.pl,l.zboralski@brd24.pl,,redakcja@brd24.pl | l.zboralski@brd24.pl,https://brd24.pl/about,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
ekstraszpilki.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
wybierampulawy.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
lsi-lublin.pl,,,,,,0,blocked:hotel+hostel,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
magazynkontakt.pl,sekretarz.kontakt@kik.waw.pl,,,sekretarz.kontakt@kik.waw.pl,https://magazynkontakt.pl/about,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,Yes,https://magazynkontakt.pl,,23/06/2026
polubimy.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
dzidziusiowo.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
nowawarszawa.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
jaworznianin.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
nj24.pl,nowiny@nj24.pl,portal@nj24.pl,,nowiny@nj24.pl | portal@nj24.pl,https://nj24.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://nj24.pl/contact,,23/06/2026
echo24.tv,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
voxfm.pl,radio@voxfm.pl,,,radio@voxfm.pl,https://voxfm.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
imagazine.pl,,,,,,12,smtp_catchall,no_email_found,Magazine,low,yes,smtp_catchall,,,,23/06/2026
tp.com.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
motofaktor.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
damianparol.com,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
elektrowoz.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
gazetasenior.pl,biuro@mediasenior.pl,,,biuro@mediasenior.pl,https://gazetasenior.pl,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,,,,23/06/2026
hrstandard.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://hrstandard.pl,,23/06/2026
katalog.bstok.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
bochnianin.pl,redakcja@bochnianin.pl,,,redakcja@bochnianin.pl,https://bochnianin.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
skionline.pl,,,,,,0,blocked:hotel,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
ddob.com,iodo@ddob.com,,,iodo@ddob.com,https://ddob.com,12,scraper,verified,Lifestyle,high,,,Yes,https://ddob.com,,23/06/2026
kujawy.info,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
jego-styl.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
lamode.info,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
mojegotowanie.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
babyboom.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
bithub.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
sad24.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,Yes,https://sad24.pl,,23/06/2026
6krokow.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
jakdorobic.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://jakdorobic.pl,,23/06/2026
czasnaopole.pl,redakcja@zk.opole.pl,reklama@zk.opole.pl,,redakcja@zk.opole.pl | reklama@zk.opole.pl,https://czasnaopole.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
wiadomoscispozywcze.pl,,,,,,12,smtp_catchall,no_email_found,General / Other,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
crossweb.pl,kontakt@crossweb.pl,,,kontakt@crossweb.pl,https://crossweb.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
green-news.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
obserwatorgospodarczy.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
wielkahistoria.pl,,,,,,12,smtp_catchall,no_email_found,General / Other,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
gazetacz.com.pl,redakcja@gazetacz.com.pl,,,redakcja@gazetacz.com.pl,https://gazetacz.com.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
portalbhp.pl,,,,,,13,,no_email_found,,,yes,unclassified_niche; no_email_found,,,2010-03-28,23/06/2026
eostroleka.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
spokojwglowie.pl,recepcja@spokojwglowie.pl,bialoleka@spokojwglowie.pl,,recepcja@spokojwglowie.pl | bialoleka@spokojwglowie.pl,https://spokojwglowie.pl,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
ototorun.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
flagma.pl,support@flagma.pl,,,support@flagma.pl,https://flagma.pl,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
damosfera.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
dialogikobiet.pl,wspolpraca@dialogikobiet.pl,,,wspolpraca@dialogikobiet.pl,https://dialogikobiet.pl,12,scraper,verified,Entertainment,high,,,,,,23/06/2026
marcinkaminski.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,Yes,https://marcinkaminski.pl/bledy-wordpress-jak-sobie-z-nimi-radzic/,,23/06/2026
independenttrader.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
jarocinska.pl,redakcja@jarocinska.pl,dajznac@jarocinska.pl,a.wlodarczyk@osmedia.pl,redakcja@jarocinska.pl | dajznac@jarocinska.pl | a.wlodarczyk@osmedia.pl,https://jarocinska.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
wlkp24.info,redakcja@wlkp24.info,reklama@wlkp24.info,poczta@tvproart.pl,redakcja@wlkp24.info | reklama@wlkp24.info | poczta@tvproart.pl,https://wlkp24.info,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://wlkp24.info,,23/06/2026
portalyogi.pl,pomoc@portalyogi.pl,,,pomoc@portalyogi.pl,https://portalyogi.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
jakoscobslugi.pl,michal.lukaszewski89@gmail.com,,,michal.lukaszewski89@gmail.com,https://jakoscobslugi.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
pisarze.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
silesion.pl,,,,,,12,smtp_catchall,no_email_found,General / Other,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
agrofoto.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
blog.pneumatig.eu,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
zamkomania.pl,kontakt@dawida.pl,,,kontakt@dawida.pl,https://zamkomania.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
e-katalog.pl,,,,,,12,smtp_catchall,no_email_found,Technology,low,yes,smtp_catchall,,,,23/06/2026
omnichannelnews.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
wirtualnekosmetyki.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
infomusic.pl,infomusic@infomusic.pl,,,infomusic@infomusic.pl,https://infomusic.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
koon.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
jld.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
koty.pl,,,,,,12,smtp_catchall,no_email_found,General / Other,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
nawakacje.eu,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
weekendowo.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
sekap.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
photoblog.pl,czekoladowajula@wp.pl,,,czekoladowajula@wp.pl,https://photoblog.pl/about,12,scraper,needs_manual_check,Blog / Content Site,medium,yes,domain_mismatch,Yes,https://photoblog.pl/about,,23/06/2026
praktycznafizjoterapia.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://www.praktycznafizjoterapia.pl/autor/materialy-partnera,,23/06/2026
rc.fm,interwencja@rc.fm,,,interwencja@rc.fm,https://rc.fm,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
raciborz.com.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
akadera.bialystok.pl,konrad.sikora@akadera.bialystok.pl,biuro@akadera.bialystok.pl,akadera@akadera.bialystok.pl,konrad.sikora@akadera.bialystok.pl | biuro@akadera.bialystok.pl | akadera@akadera.bialystok.pl,https://akadera.bialystok.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
gazetapowiatowa.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
decobazaar.com,kontakt@decobazaar.com,,,kontakt@decobazaar.com,https://decobazaar.com,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
edukultura.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
bieszczady.net.pl,,,,,,0,blocked:hotel,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
q4.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
l24.lt,,,,,,12,smtp_catchall,no_email_found,Technology,low,yes,smtp_catchall,,,,23/06/2026
solumagroup.pl,bok@soluma.pl,,,bok@soluma.pl,https://solumagroup.pl,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,,,,23/06/2026
chojnow.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
blog.fiszki.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
krosno24.pl,,,,,,0,blocked:hotel,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
przegladkoninski.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
rootblog.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
infantylny.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
swiadome.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
24wspolnota.pl,kontakt@24wspolnota.pl,patrycja.dubicka@24wspolnota.pl,agnieszka.brania@24wspolnota.pl,kontakt@24wspolnota.pl | patrycja.dubicka@24wspolnota.pl | agnieszka.brania@24wspolnota.pl | badziak@24wspolnota.pl | ksiegowosc@24wspolnota.pl | powiadomienia@24wspolnota.pl | reklama@lukow24.pl,https://24wspolnota.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
francuskie.pl,reklama@francuskie.pl,redakcja@francuskie.pl,,reklama@francuskie.pl | redakcja@francuskie.pl,https://francuskie.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
radiobiper.info,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
edsm.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
centrumxp.pl,sklep@centrumxp.pl,,,sklep@centrumxp.pl,https://centrumxp.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
tarnobrzeg.info.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
portalfk.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
europa-ciezarowki.pl,info@via-mobilis.com,,,info@via-mobilis.com,https://europa-ciezarowki.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,Yes,https://europa-ciezarowki.pl/contact,,23/06/2026
europa.jobs,,,,,,0,blocked:job board,skipped_irrelevant,Job Portals,,,,,,,23/06/2026
e-magazyny.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
fit.pl,,,,,,12,,no_email_found,Health & Wellness,,yes,no_email_found,,,,23/06/2026
rynek-lotniczy.pl,,,,,,0,blocked:ryanair,skipped_irrelevant,Flight Booking,,,,,,,23/06/2026
lubartow.24wspolnota.pl,lubartow@24wspolnota.pl,kusyk@24wspolnota.pl,smagala@24wspolnota.pl,lubartow@24wspolnota.pl | kusyk@24wspolnota.pl | smagala@24wspolnota.pl | patrycja.dubicka@24wspolnota.pl | agnieszka.brania@24wspolnota.pl | badziak@24wspolnota.pl | ksiegowosc@24wspolnota.pl | powiadomienia-lubartow@24wspolnota.pl | reklama@lukow24.pl,https://lubartow.24wspolnota.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
smartopia.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
naszosie.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
prestizkoszalin.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
kartalodzianina.pl,informacja@kartalodzianina.pl,,,informacja@kartalodzianina.pl,https://kartalodzianina.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://kartalodzianina.pl/pl/jak-zostac-partnerem,,23/06/2026
parczew.24wspolnota.pl,parczew@24wspolnota.pl,polynka@24wspolnota.pl,badziak@24wspolnota.pl,parczew@24wspolnota.pl | polynka@24wspolnota.pl | badziak@24wspolnota.pl | patrycja.dubicka@24wspolnota.pl | agnieszka.brania@24wspolnota.pl | ksiegowosc@24wspolnota.pl | powiadomienia-parczew@24wspolnota.pl | reklama@lukow24.pl,https://parczew.24wspolnota.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
kazimierzdolny.pl,,,,,,0,blocked:hotel,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
werandacountry.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
pulawy.24wspolnota.pl,pulawy@24wspolnota.pl,pietron@24wspolnota.pl,kesik@24wspolnota.pl,pulawy@24wspolnota.pl | pietron@24wspolnota.pl | kesik@24wspolnota.pl | golebiowska@24wspolnota.pl | polynka@24wspolnota.pl | patrycja.dubicka@24wspolnota.pl | agnieszka.brania@24wspolnota.pl | badziak@24wspolnota.pl | ksiegowosc@24wspolnota.pl | powiadomienia-pulawy@24wspolnota.pl | reklama@lukow24.pl,https://pulawy.24wspolnota.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
przymorzu.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
motogen.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
opole.24wspolnota.pl,opole@24wspolnota.pl,golebiowska@24wspolnota.pl,smagala@24wspolnota.pl,opole@24wspolnota.pl | golebiowska@24wspolnota.pl | smagala@24wspolnota.pl | patrycja.dubicka@24wspolnota.pl | agnieszka.brania@24wspolnota.pl | badziak@24wspolnota.pl | ksiegowosc@24wspolnota.pl | powiadomienia-opole@24wspolnota.pl | reklama@lukow24.pl,https://opole.24wspolnota.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
ogrodinfo.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
zmianynaziemi.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
matkawariatka.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,Yes,https://matkawariatka.pl,,23/06/2026
radzyn.24wspolnota.pl,budrewicz@24wspolnota.pl,pulik@24wspolnota.pl,polynka@24wspolnota.pl,budrewicz@24wspolnota.pl | pulik@24wspolnota.pl | polynka@24wspolnota.pl | radzyn@24wspolnota.pl | badziak@24wspolnota.pl | patrycja.dubicka@24wspolnota.pl | agnieszka.brania@24wspolnota.pl | ksiegowosc@24wspolnota.pl | powiadomienia-radzyn@24wspolnota.pl | reklama@lukow24.pl,https://radzyn.24wspolnota.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
medycznie.pl,,,,,,0,blocked:psychiatry,skipped_irrelevant,Health / Medical,,,,,,,23/06/2026
dziendobrywarszawo.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
cenyrolnicze.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
mazury.com.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
sarbinowo.pl,,,,,,0,blocked:hotel+resort,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
symbole.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
miedzyrzec.24wspolnota.pl,budrewicz@24wspolnota.pl,pulik@24wspolnota.pl,polynka@24wspolnota.pl,budrewicz@24wspolnota.pl | pulik@24wspolnota.pl | polynka@24wspolnota.pl | kontakt@24wspolnota.pl | badziak@24wspolnota.pl | patrycja.dubicka@24wspolnota.pl | agnieszka.brania@24wspolnota.pl | ksiegowosc@24wspolnota.pl | powiadomienia-miedzyrzec@24wspolnota.pl | reklama@lukow24.pl,https://miedzyrzec.24wspolnota.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
abcslubu.pl,magdalena.barska@abcslubu.pl,,,magdalena.barska@abcslubu.pl,https://abcslubu.pl,12,scraper,verified,Blog / Content Site,high,,,Yes,https://abcslubu.pl,,23/06/2026
infofordon.pl,redakcja@infofordon.pl,reklama@infofordon.pl,,redakcja@infofordon.pl | reklama@infofordon.pl,https://infofordon.pl,12,scraper,verified,Entertainment,high,,,,,,23/06/2026
nowoczesnedekoracjedodomu.pl,kontakt@nowoczesnedekoracjedodomu.pl,,,kontakt@nowoczesnedekoracjedodomu.pl,https://nowoczesnedekoracjedodomu.pl,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
agrofakty.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
wmeritum.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
aleranking.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
alaantkoweblw.pl,kontakt@alaantkoweblw.pl,,,kontakt@alaantkoweblw.pl,https://alaantkoweblw.pl,12,scraper,verified,Lifestyle,high,,,,,,23/06/2026
dladomuiogrodu.com.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
rafalszrajnert.pl,info@rafalszrajnert.pl,,,info@rafalszrajnert.pl,https://rafalszrajnert.pl,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
zdrowykregoslup.pl,kontakt@zdrowykregoslup.pl,,,kontakt@zdrowykregoslup.pl,https://zdrowykregoslup.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
zoocial.pl,,,,,,0,blocked:zoo,skipped_irrelevant,Zoo / Wildlife,,,,,,,23/06/2026
wnetrza-ze-smakiem.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
fleet.com.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
ikrk.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
korso.pl,sekretariat@korso.pl,korso@korso.pl,,sekretariat@korso.pl | korso@korso.pl,https://korso.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
mapa.wirtualneszlaki.pl,poczta@wirtualneszlaki.pl,,,poczta@wirtualneszlaki.pl,https://mapa.wirtualneszlaki.pl,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
biblia.info.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
waszawawa.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
opolska360.pl,redakcja@silesiana.eu,,,redakcja@silesiana.eu,https://opolska360.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
